customer_id,event_id,event_type,amount,payment_method,failure_reason,customer_age,account_age,previous_successes,previous_failures,retry_count,checkout_visits,cart_value,subscription_age,timestamp,recovery_action,recovery_time,recovered,recovered_amount
193,47,payment_failure,36.36,card,card_expired,39,1022,4,4,1,2,0.0,0,2026-03-16T15:05:00,sms_nudge,80.31,False,0.0
369,48,checkout_abandonment,34.61,card,comparison_shopping,47,1021,2,2,2,2,33.96,0,2025-07-08T04:45:00,wait_retry,55.27,True,19.5
307,49,checkout_abandonment,59.34,card,shipping_cost,39,38,7,0,2,4,58.39,0,2025-05-11T10:45:00,cart_recovery_email,71.53,False,0.0
296,50,checkout_abandonment,27.72,google_pay,payment_form_dropoff,36,16,6,2,1,4,27.99,0,2026-05-06T01:45:00,retry_payment,4.86,False,0.0
321,51,checkout_abandonment,60.57,apple_pay,comparison_shopping,44,651,0,5,0,3,60.27,0,2025-03-11T10:38:00,offer_discount,54.44,False,0.0
363,52,payment_failure,37.83,card,card_expired,67,61,4,0,2,2,0.0,0,2026-06-02T10:25:00,email_reminder,20.32,False,0.0
48,53,checkout_abandonment,25.19,paypal,session_timeout,56,1551,3,5,2,2,24.49,0,2026-01-17T10:43:00,cart_recovery_email,48.51,True,25.19
8,54,payment_failure,137.08,apple_pay,processor_timeout,55,958,0,1,1,0,0.0,0,2026-01-17T12:53:00,retry_payment,38.68,True,137.08
333,55,payment_failure,99.42,card,card_declined,19,285,0,2,1,2,0.0,0,2025-11-06T00:28:00,update_payment_method,36.22,False,0.0
75,56,payment_failure,28.79,google_pay,fraud_hold,21,1538,8,4,4,2,0.0,0,2025-05-30T02:51:00,sms_nudge,63.19,True,28.79
329,57,subscription_failure,119.99,paypal,dunning_unresponsive,31,426,3,2,1,0,0.0,72,2025-04-16T06:14:00,retry_payment,220.55,False,0.0
18,58,subscription_failure,119.99,google_pay,insufficient_funds,35,1794,5,1,0,1,0.0,282,2026-05-15T14:57:00,dunning_sequence,171.48,True,119.99
342,59,subscription_failure,9.99,card,account_closed,72,1164,6,5,4,1,0.0,25,2025-03-23T14:29:00,dunning_sequence,234.73,False,0.0
413,60,subscription_failure,9.99,paypal,account_closed,36,1416,6,2,2,0,0.0,394,2026-01-29T08:02:00,update_payment_method,68.55,True,9.99
357,61,payment_failure,53.12,card,network_error,40,1663,1,2,3,1,0.0,0,2026-05-09T15:06:00,retry_payment,6.33,True,53.12
402,62,payment_failure,46.19,ach,processor_timeout,55,24,5,4,4,0,0.0,0,2025-12-24T08:03:00,retry_payment,46.17,True,46.19
289,63,checkout_abandonment,105.05,apple_pay,shipping_cost,34,1712,4,5,2,2,104.41,0,2026-01-29T01:59:00,sms_nudge,17.69,True,105.05
387,64,subscription_failure,19.99,card,card_expired,25,1592,0,2,2,0,0.0,896,2026-05-11T19:13:00,retry_payment,147.61,False,0.0
168,65,payment_failure,22.69,card,processor_timeout,66,1286,4,3,4,1,0.0,0,2025-10-24T21:29:00,retry_payment,63.76,True,22.69
43,66,payment_failure,79.32,card,insufficient_funds,25,1110,4,1,0,1,0.0,0,2025-07-06T13:10:00,update_payment_method,90.58,False,0.0
45,67,payment_failure,45.4,card,insufficient_funds,64,1544,1,4,4,0,0.0,0,2025-04-27T18:25:00,update_payment_method,57.81,True,45.4
44,68,subscription_failure,155.88,card,account_closed,21,751,1,0,3,0,0.0,143,2025-11-24T17:27:00,dunning_sequence,40.15,True,155.88
185,69,payment_failure,44.16,card,card_declined,41,1644,3,3,0,1,0.0,0,2025-11-20T12:20:00,update_payment_method,91.14,False,0.0
169,70,checkout_abandonment,19.24,google_pay,payment_form_dropoff,34,128,7,1,0,4,19.76,0,2025-12-22T15:22:00,retry_payment,69.47,True,19.24
295,71,subscription_failure,119.99,ach,insufficient_funds,42,1150,5,5,4,1,0.0,234,2025-08-31T23:43:00,dunning_sequence,239.36,False,0.0
373,72,checkout_abandonment,16.19,bank_transfer,comparison_shopping,45,1788,7,3,0,7,16.5,0,2025-12-28T21:09:00,cart_recovery_email,45.78,True,16.19
38,73,checkout_abandonment,62.77,ach,cart_hesitation,18,601,8,1,1,7,64.16,0,2025-03-27T17:35:00,sms_nudge,50.67,False,0.0
56,74,subscription_failure,49.99,card,dunning_unresponsive,33,790,7,1,0,1,0.0,771,2025-08-02T06:19:00,dunning_sequence,8.47,True,49.99
295,75,payment_failure,93.52,card,insufficient_funds,42,1100,5,6,3,2,0.0,0,2025-07-12T23:31:00,update_payment_method,10.93,False,0.0
374,76,payment_failure,86.65,card,fraud_hold,35,576,8,0,3,1,0.0,0,2025-09-15T01:31:00,update_payment_method,31.3,False,0.0
176,77,checkout_abandonment,22.98,paypal,comparison_shopping,56,136,2,2,2,8,23.06,0,2025-08-19T06:01:00,email_reminder,13.69,False,0.0
315,78,subscription_failure,29.99,card,card_expired,44,260,2,0,4,0,0.0,106,2025-12-12T17:33:00,sms_nudge,29.81,True,29.99
135,79,checkout_abandonment,25.37,apple_pay,payment_form_dropoff,61,783,3,1,1,2,25.21,0,2025-03-16T19:20:00,sms_nudge,44.64,False,0.0
315,80,checkout_abandonment,18.9,ach,comparison_shopping,44,146,3,0,1,3,18.54,0,2025-08-21T07:40:00,email_reminder,43.14,False,0.0
276,81,checkout_abandonment,36.07,ach,cart_hesitation,72,2021,6,2,1,8,35.67,0,2026-02-03T18:50:00,offer_discount,68.56,True,36.07
335,82,checkout_abandonment,81.31,paypal,payment_form_dropoff,29,596,0,1,0,1,79.27,0,2025-03-14T22:15:00,offer_discount,20.15,True,81.31
393,83,checkout_abandonment,67.57,bank_transfer,comparison_shopping,58,219,8,4,2,1,68.88,0,2025-11-12T08:24:00,offer_discount,16.13,False,0.0
127,84,payment_failure,17.79,google_pay,insufficient_funds,62,1191,8,1,1,1,0.0,0,2026-06-27T21:44:00,sms_nudge,20.94,True,17.79
220,85,payment_failure,35.47,card,processor_timeout,42,1716,7,2,2,2,0.0,0,2026-03-11T05:08:00,retry_payment,28.49,False,0.0
348,86,subscription_failure,9.99,google_pay,insufficient_funds,68,412,8,5,1,0,0.0,360,2026-05-22T22:02:00,email_reminder,172.47,False,0.0
251,87,payment_failure,38.45,card,processor_timeout,31,831,8,2,2,0,0.0,0,2025-10-28T15:34:00,dunning_sequence,67.0,True,38.45
397,88,subscription_failure,79.99,card,dunning_unresponsive,56,544,1,1,1,0,0.0,408,2026-04-26T12:31:00,update_payment_method,121.76,True,79.99
249,89,subscription_failure,79.99,ach,insufficient_funds,30,2087,5,4,3,0,0.0,255,2026-06-12T10:54:00,wait_retry,112.83,True,79.99
333,90,payment_failure,37.73,ach,card_expired,19,272,0,3,0,2,0.0,0,2025-10-24T09:19:00,update_payment_method,38.65,False,0.0
336,91,payment_failure,43.39,paypal,fraud_hold,65,1640,9,0,0,0,0.0,0,2026-04-25T11:47:00,update_payment_method,1.77,True,43.39
245,92,payment_failure,65.39,ach,card_expired,43,65,7,0,3,1,0.0,0,2026-04-24T09:14:00,sms_nudge,74.48,True,65.39
272,93,checkout_abandonment,75.05,ach,comparison_shopping,47,54,2,3,0,7,73.48,0,2026-07-09T21:38:00,cart_recovery_email,6.7,False,0.0
197,94,payment_failure,25.65,card,network_error,63,1584,7,0,4,0,0.0,0,2025-05-18T01:10:00,update_payment_method,69.51,False,0.0
338,95,subscription_failure,49.99,paypal,insufficient_funds,67,1285,8,4,3,1,0.0,606,2026-01-01T19:22:00,dunning_sequence,96.3,False,0.0
7,96,subscription_failure,119.99,paypal,dunning_unresponsive,63,1407,3,3,0,1,0.0,1119,2025-09-10T07:36:00,dunning_sequence,9.91,True,103.88
260,97,payment_failure,57.13,paypal,card_expired,56,1581,2,0,2,2,0.0,0,2025-03-04T22:33:00,retry_payment,8.94,False,0.0
80,98,checkout_abandonment,90.26,bank_transfer,comparison_shopping,23,1330,8,2,2,5,91.04,0,2025-06-25T17:20:00,cart_recovery_email,68.67,True,71.75
29,99,payment_failure,97.19,card,card_declined,53,910,6,4,4,0,0.0,0,2026-02-02T09:00:00,dunning_sequence,50.14,True,97.19
138,100,subscription_failure,119.99,card,plan_cancelled_intent,58,689,6,3,5,1,0.0,537,2026-04-02T11:39:00,update_payment_method,24.03,False,0.0
291,101,payment_failure,15.81,card,processor_timeout,52,499,1,3,4,2,0.0,0,2026-02-20T03:11:00,dunning_sequence,1.24,True,15.81
77,102,payment_failure,39.15,ach,card_declined,72,738,1,4,2,1,0.0,0,2026-06-24T18:09:00,email_reminder,79.47,True,25.03
265,103,subscription_failure,29.99,card,dunning_unresponsive,53,1148,7,2,0,1,0.0,671,2025-06-16T09:04:00,update_payment_method,92.33,False,0.0
125,104,checkout_abandonment,31.79,apple_pay,cart_hesitation,72,18,4,4,2,1,31.5,0,2025-03-13T05:14:00,sms_nudge,27.4,True,31.79
215,105,checkout_abandonment,27.76,google_pay,payment_form_dropoff,34,1908,1,0,1,9,27.31,0,2026-05-31T07:15:00,cart_recovery_email,70.18,True,27.76
39,106,checkout_abandonment,24.07,apple_pay,comparison_shopping,50,417,4,5,1,6,24.5,0,2026-06-29T22:18:00,retry_payment,17.2,True,14.26
231,107,checkout_abandonment,17.44,apple_pay,cart_hesitation,70,179,1,0,0,8,17.39,0,2025-06-10T08:26:00,email_reminder,11.77,False,0.0
21,108,payment_failure,39.58,card,card_expired,64,680,2,3,0,1,0.0,0,2025-08-30T07:55:00,dunning_sequence,91.45,False,0.0
49,109,checkout_abandonment,24.15,ach,session_timeout,66,693,4,3,1,2,24.01,0,2026-03-10T09:00:00,cart_recovery_email,66.1,False,0.0
331,110,checkout_abandonment,27.35,bank_transfer,comparison_shopping,72,474,2,4,0,7,27.34,0,2026-03-22T09:03:00,wait_retry,25.81,True,27.35
315,111,checkout_abandonment,36.19,apple_pay,comparison_shopping,44,365,3,1,0,2,36.14,0,2026-03-27T15:42:00,email_reminder,30.48,False,0.0
411,112,checkout_abandonment,59.89,ach,session_timeout,33,1787,7,4,1,6,60.9,0,2026-07-11T23:10:00,cart_recovery_email,28.27,True,59.89
399,113,payment_failure,56.74,card,card_expired,66,1368,5,5,4,2,0.0,0,2025-04-03T19:38:00,sms_nudge,81.42,True,56.74
91,114,payment_failure,30.4,apple_pay,network_error,34,323,1,5,4,2,0.0,0,2026-02-18T12:16:00,wait_retry,14.5,False,0.0
253,115,checkout_abandonment,19.27,google_pay,cart_hesitation,19,814,2,2,1,9,18.94,0,2026-02-01T20:58:00,cart_recovery_email,66.13,True,19.27
166,116,payment_failure,101.48,card,insufficient_funds,21,927,6,2,2,2,0.0,0,2026-03-01T17:15:00,retry_payment,29.67,True,101.48
250,117,checkout_abandonment,57.04,google_pay,payment_form_dropoff,66,1876,7,0,2,3,57.34,0,2026-02-02T13:25:00,cart_recovery_email,49.73,False,0.0
294,118,payment_failure,15.48,card,network_error,42,1959,1,1,0,2,0.0,0,2026-06-28T06:22:00,retry_payment,89.99,False,0.0
164,119,payment_failure,85.26,card,card_declined,54,11,1,5,1,1,0.0,0,2026-04-09T09:08:00,retry_payment,24.71,True,60.05
376,120,checkout_abandonment,74.19,ach,shipping_cost,61,1836,8,5,0,8,73.64,0,2026-02-10T22:29:00,sms_nudge,32.77,True,74.19
54,121,payment_failure,79.13,card,network_error,22,211,3,0,3,0,0.0,0,2026-06-17T23:50:00,update_payment_method,67.93,False,0.0
223,122,payment_failure,109.46,apple_pay,processor_timeout,58,774,4,5,4,2,0.0,0,2026-04-19T01:47:00,update_payment_method,26.2,True,109.46
252,123,payment_failure,58.46,card,card_expired,36,1438,7,0,2,0,0.0,0,2025-07-27T11:33:00,update_payment_method,93.82,True,58.46
339,124,payment_failure,88.38,card,fraud_hold,24,1468,8,1,3,1,0.0,0,2025-06-30T06:37:00,dunning_sequence,26.02,False,0.0
357,125,checkout_abandonment,68.82,ach,cart_hesitation,40,1658,2,2,1,4,69.88,0,2026-05-04T14:38:00,offer_discount,59.02,True,68.82
121,126,checkout_abandonment,43.69,card,comparison_shopping,30,976,0,5,0,3,43.88,0,2026-05-11T23:03:00,cart_recovery_email,68.36,True,25.4
350,127,checkout_abandonment,16.56,google_pay,session_timeout,44,1250,7,3,1,2,16.87,0,2026-03-01T16:44:00,wait_retry,39.97,True,13.75
301,128,checkout_abandonment,13.86,card,session_timeout,59,67,4,3,0,2,13.93,0,2026-04-15T08:34:00,wait_retry,56.68,False,0.0
136,129,payment_failure,43.11,card,network_error,27,51,0,1,3,1,0.0,0,2026-05-29T17:22:00,wait_retry,4.68,True,43.11
138,130,subscription_failure,119.99,google_pay,card_expired,58,789,6,4,1,1,0.0,288,2026-07-11T01:08:00,wait_retry,37.45,False,0.0
138,131,subscription_failure,155.88,google_pay,card_expired,58,718,6,5,4,1,0.0,529,2026-05-01T05:32:00,dunning_sequence,191.21,False,0.0
400,132,subscription_failure,119.99,card,card_expired,38,602,7,0,2,0,0.0,256,2026-07-02T06:48:00,update_payment_method,170.88,False,0.0
326,133,subscription_failure,29.99,paypal,account_closed,23,850,0,0,2,0,0.0,486,2026-06-30T04:37:00,sms_nudge,44.26,False,0.0
146,134,payment_failure,444.4,paypal,processor_timeout,46,614,7,3,1,0,0.0,0,2026-06-11T06:06:00,update_payment_method,26.56,True,444.4
5,135,checkout_abandonment,41.37,bank_transfer,payment_form_dropoff,23,773,3,4,1,5,40.76,0,2026-03-17T15:49:00,wait_retry,64.53,False,0.0
155,136,checkout_abandonment,43.89,google_pay,cart_hesitation,71,1327,6,4,1,2,43.32,0,2025-06-19T17:54:00,email_reminder,71.17,False,0.0
365,137,subscription_failure,49.99,paypal,insufficient_funds,40,19,2,1,5,0,0.0,13,2026-07-12T05:51:00,update_payment_method,11.96,True,49.99
378,138,payment_failure,12.62,apple_pay,processor_timeout,56,56,0,1,3,0,0.0,0,2026-01-30T17:08:00,sms_nudge,87.12,False,0.0
337,139,subscription_failure,29.99,apple_pay,insufficient_funds,65,181,8,3,5,1,0.0,144,2026-04-30T02:54:00,retry_payment,216.5,True,29.99
216,140,subscription_failure,49.99,card,plan_cancelled_intent,43,1688,1,4,4,1,0.0,242,2025-08-26T00:44:00,dunning_sequence,226.97,False,0.0
349,141,payment_failure,72.74,card,network_error,31,1469,7,1,3,0,0.0,0,2025-09-28T22:57:00,dunning_sequence,14.61,True,72.74
91,142,payment_failure,15.53,paypal,card_expired,34,456,1,6,3,0,0.0,0,2026-07-02T11:32:00,sms_nudge,75.6,True,15.53
220,143,subscription_failure,49.99,ach,plan_cancelled_intent,42,1466,7,3,1,1,0.0,29,2025-07-04T11:58:00,dunning_sequence,10.19,False,0.0
177,144,payment_failure,50.34,card,card_declined,24,105,4,5,3,0,0.0,0,2026-07-17T23:28:00,email_reminder,70.14,False,0.0
69,145,payment_failure,97.68,card,card_expired,31,1154,0,2,1,0,0.0,0,2025-03-17T00:12:00,email_reminder,70.74,True,97.68
20,146,payment_failure,75.29,card,insufficient_funds,35,175,2,4,3,0,0.0,0,2026-03-22T18:21:00,retry_payment,43.21,True,75.29
352,147,checkout_abandonment,13.48,google_pay,cart_hesitation,38,749,5,1,2,3,13.58,0,2025-09-25T22:18:00,cart_recovery_email,51.89,True,13.48
103,148,subscription_failure,79.99,card,dunning_unresponsive,41,43,5,1,1,1,0.0,11,2026-03-20T05:38:00,update_payment_method,167.04,True,47.53
294,149,checkout_abandonment,38.51,bank_transfer,shipping_cost,42,1840,1,2,1,5,37.59,0,2026-03-01T09:11:00,cart_recovery_email,71.19,True,38.51
21,150,subscription_failure,29.99,card,insufficient_funds,64,647,2,4,5,0,0.0,47,2025-07-27T14:40:00,update_payment_method,157.44,False,0.0
138,151,subscription_failure,19.99,card,dunning_unresponsive,58,714,6,6,2,0,0.0,411,2026-04-27T00:08:00,retry_payment,201.56,False,0.0
409,152,payment_failure,23.33,card,network_error,46,369,5,5,3,2,0.0,0,2026-05-24T13:14:00,update_payment_method,18.22,True,23.33
373,153,subscription_failure,29.99,card,account_closed,45,1869,8,3,5,1,0.0,903,2026-03-19T20:02:00,email_reminder,79.53,False,0.0
296,154,subscription_failure,19.99,card,dunning_unresponsive,36,74,6,3,1,1,0.0,32,2026-07-02T14:05:00,retry_payment,202.33,False,0.0
330,155,subscription_failure,29.99,card,insufficient_funds,67,100,0,2,2,0,0.0,97,2025-02-28T20:06:00,dunning_sequence,233.01,True,29.99
121,156,payment_failure,17.89,card,fraud_hold,30,602,1,5,0,1,0.0,0,2025-05-02T17:32:00,update_payment_method,10.75,False,0.0
47,157,subscription_failure,155.88,google_pay,insufficient_funds,48,378,4,4,3,1,0.0,187,2025-09-22T19:25:00,email_reminder,83.68,False,0.0
187,158,checkout_abandonment,22.76,ach,payment_form_dropoff,69,1877,7,3,2,9,23.17,0,2026-04-06T08:12:00,wait_retry,8.1,True,22.76
210,159,payment_failure,98.51,google_pay,card_expired,63,331,4,0,2,1,0.0,0,2026-01-12T05:53:00,update_payment_method,11.24,False,0.0
302,160,payment_failure,54.65,card,processor_timeout,20,1046,2,0,0,1,0.0,0,2025-04-25T21:18:00,update_payment_method,53.56,True,54.65
91,161,checkout_abandonment,17.66,ach,comparison_shopping,34,397,2,6,1,6,17.77,0,2026-05-03T12:08:00,wait_retry,70.53,False,0.0
176,162,subscription_failure,29.99,apple_pay,plan_cancelled_intent,56,251,2,3,5,1,0.0,183,2025-12-12T07:52:00,dunning_sequence,56.86,False,0.0
345,163,payment_failure,61.54,apple_pay,network_error,26,957,8,5,3,0,0.0,0,2026-01-29T19:26:00,wait_retry,56.37,False,0.0
274,164,payment_failure,22.0,apple_pay,card_expired,68,666,5,4,2,0,0.0,0,2025-05-25T11:27:00,retry_payment,72.27,True,22.0
354,165,subscription_failure,19.99,apple_pay,plan_cancelled_intent,71,258,1,3,3,0,0.0,115,2026-04-17T18:58:00,email_reminder,61.6,False,0.0
341,166,payment_failure,28.04,apple_pay,card_expired,47,43,0,3,4,0,0.0,0,2026-04-24T23:34:00,dunning_sequence,83.54,False,0.0
325,167,checkout_abandonment,52.27,apple_pay,comparison_shopping,35,414,1,3,0,4,52.98,0,2025-07-19T17:26:00,cart_recovery_email,70.82,False,0.0
62,168,payment_failure,32.68,card,fraud_hold,64,964,1,1,1,1,0.0,0,2025-05-19T03:25:00,wait_retry,4.79,False,0.0
321,169,checkout_abandonment,41.93,ach,shipping_cost,44,850,0,6,0,6,42.64,0,2025-09-25T20:10:00,sms_nudge,37.72,True,41.93
179,170,payment_failure,34.24,paypal,network_error,30,215,3,0,0,2,0.0,0,2026-04-12T14:39:00,update_payment_method,11.9,True,34.24
125,171,subscription_failure,119.99,card,account_closed,72,195,5,4,0,1,0.0,66,2025-09-05T23:02:00,email_reminder,219.25,False,0.0
229,172,checkout_abandonment,28.93,ach,cart_hesitation,32,793,3,3,2,9,28.23,0,2025-09-30T15:48:00,email_reminder,5.18,False,0.0
218,173,subscription_failure,79.99,card,account_closed,69,1047,1,1,0,0,0.0,315,2026-01-01T18:07:00,dunning_sequence,26.48,False,0.0
295,174,subscription_failure,29.99,card,card_expired,42,1219,5,7,4,1,0.0,648,2025-11-08T22:36:00,retry_payment,7.38,True,26.67
184,175,subscription_failure,79.99,apple_pay,dunning_unresponsive,70,1912,1,3,3,0,0.0,577,2026-04-14T02:10:00,retry_payment,98.46,False,0.0
70,176,subscription_failure,12.99,paypal,plan_cancelled_intent,42,4,6,2,1,1,0.0,1,2026-07-14T02:20:00,dunning_sequence,34.84,False,0.0
44,177,payment_failure,27.42,google_pay,card_expired,21,647,2,0,0,2,0.0,0,2025-08-13T05:34:00,sms_nudge,18.23,False,0.0
282,178,checkout_abandonment,62.07,bank_transfer,shipping_cost,62,1165,0,1,0,3,61.44,0,2026-05-18T02:18:00,cart_recovery_email,20.89,True,62.07
338,179,payment_failure,35.84,card,card_declined,67,1339,8,5,1,1,0.0,0,2026-02-24T17:24:00,sms_nudge,75.64,False,0.0
185,180,payment_failure,34.11,paypal,card_expired,41,1557,3,4,4,1,0.0,0,2025-08-25T20:31:00,update_payment_method,8.79,False,0.0
101,181,payment_failure,97.85,card,network_error,71,1447,8,1,1,2,0.0,0,2026-05-13T12:56:00,email_reminder,87.1,True,97.85
397,182,payment_failure,139.43,card,network_error,56,238,2,1,4,1,0.0,0,2025-06-25T04:03:00,update_payment_method,9.6,True,139.43
315,183,checkout_abandonment,33.83,bank_transfer,comparison_shopping,44,103,3,2,1,3,34.74,0,2025-07-08T19:52:00,sms_nudge,3.39,True,33.83
343,184,payment_failure,54.87,card,network_error,24,1652,8,0,4,2,0.0,0,2025-07-26T23:30:00,email_reminder,17.52,True,54.87
265,185,payment_failure,12.94,google_pay,network_error,53,1330,7,3,0,1,0.0,0,2025-12-14T19:35:00,retry_payment,48.67,True,12.94
109,186,payment_failure,58.84,card,card_declined,68,375,6,0,0,0,0.0,0,2026-05-12T00:22:00,update_payment_method,46.74,True,58.84
